asin,review_count,avg_rating,helpful_votes,helpful_rate,avg_review_word_count,first_review_month,last_review_month,quality_flag
B0000665V1,19,4.632,10,0.9,75.158,2009-03,2014-06,monitor
B000068O4J,19,4.632,4,0.75,38.579,2011-01,2014-05,monitor
B00009R6WN,19,4.632,321,0.8505,176.895,2006-01,2014-07,monitor
B000231D1K,19,4.632,633,0.9779,275.737,2004-09,2013-02,monitor
B0002GWRXK,19,4.632,29,0.6897,55,2008-12,2014-03,monitor
B00005137P,19,4.579,13,0.6923,60.684,2002-06,2014-06,monitor
B000068ILF,19,4.579,6,1.0,70.895,2009-03,2014-04,monitor
B000095SA6,19,4.579,22,0.8182,44.211,2007-02,2014-06,monitor
B00009V2W9,19,4.579,45,0.6222,70.737,2005-06,2013-08,monitor
B0001VWJIY,19,4.579,33,0.8485,66.526,2004-11,2014-04,monitor
B00028A1Z4,19,4.579,3,1.0,34.895,2009-05,2014-07,monitor
B0002BESI2,19,4.579,8,0.75,35.632,2009-08,2014-06,monitor
B0007N55OG,19,4.579,42,0.8095,132.526,2006-01,2014-04,monitor
B000CC1RPS,19,4.579,156,0.9167,95.895,2006-12,2013-11,monitor
B000HGSL4E,19,4.579,185,0.8865,193.632,2006-12,2010-01,monitor
B000HVRRJO,19,4.579,7,1.0,46.895,2009-01,2013-11,monitor
B000050AQ7,19,4.526,78,0.7949,64.632,2001-03,2014-03,monitor
B000067RRQ,19,4.526,14,1.0,64.526,2007-03,2014-02,monitor
B00006I5J4,19,4.526,251,0.8048,169.474,2008-07,2014-07,monitor
B00009R6UJ,19,4.526,88,0.7841,64.158,2006-09,2014-07,monitor
B00020E4QO,19,4.526,72,0.75,154.632,2004-07,2012-03,monitor
B0002RSPE4,19,4.526,49,0.7959,73.789,2007-05,2014-03,monitor
B000HZ8942,19,4.526,50,0.84,54.158,2007-01,2014-06,monitor
B000F4TCDM,19,4.474,48,0.7917,46.105,2010-02,2014-07,monitor
B00006B9QF,19,4.421,349,0.8825,55.737,2003-02,2013-05,monitor
B00007AKAZ,19,4.421,127,0.8504,93.947,2003-12,2013-11,monitor
B000083JZH,19,4.421,36,0.6389,54.737,2008-09,2012-05,monitor
B0000899ZA,19,4.421,131,0.7405,207.211,2004-10,2012-07,monitor
B0001GNJWY,19,4.421,87,0.9195,64.632,2005-07,2011-04,monitor
B00021OCRE,19,4.421,85,0.7882,72.895,2006-12,2010-08,monitor
B0006GCCWW,19,4.421,292,0.887,270.842,2005-07,2014-05,monitor
B000B898N6,19,4.421,16,0.4375,81.421,2007-10,2014-01,monitor
B00004TDSC,19,4.368,23,0.5652,46.053,2003-02,2014-03,monitor
B00005NBR6,19,4.368,111,0.964,143,2001-09,2007-06,monitor
B00007LAYN,19,4.316,199,0.7487,78.316,2003-11,2014-04,monitor
B0000A1GOF,19,4.316,51,0.6471,94.263,2003-09,2013-03,monitor
B0000AE66S,19,4.316,21,0.8571,53.368,2008-09,2013-07,monitor
B0001XGQKY,19,4.316,15,0.4667,52.526,2008-01,2014-07,monitor
B0002BA570,19,4.316,25,0.84,78.474,2009-09,2014-07,monitor
B000792SA4,19,4.316,91,0.9121,99.579,2005-08,2010-03,monitor
B0009RKKUY,19,4.316,501,0.9441,297.316,2005-07,2007-02,monitor
B000H0338Y,19,4.316,83,0.9036,105.632,2007-10,2014-04,monitor
B000HDMUU8,19,4.316,2,1.0,47.632,2011-06,2014-06,monitor
B00006B8EC,19,4.263,50,0.86,182,2005-11,2014-06,monitor
B00006HVWL,19,4.263,33,0.9697,39.105,2008-01,2014-06,monitor
B00006JPEV,19,4.263,26,0.6154,63.211,2008-04,2014-05,monitor
B0000A0AE7,19,4.263,78,0.7692,57.842,2007-04,2014-06,monitor
B000189W0A,19,4.263,106,0.8491,126.263,2004-11,2009-12,monitor
B0002FGEAS,19,4.263,28,0.6786,101.263,2007-05,2013-02,monitor
B0002MRO2S,19,4.263,235,0.7702,166.947,2004-11,2008-08,monitor
B0006TIA48,19,4.263,76,0.8947,82.684,2011-03,2014-03,monitor
B000ALAT14,19,4.263,9,0.7778,41,2009-04,2014-06,monitor
B000BWSQ2G,19,4.263,189,0.9259,232.579,2006-04,2010-04,monitor
B000F38GS0,19,4.263,11,0.8182,54.053,2012-01,2014-06,monitor
B000HU2CCC,19,4.263,118,0.7627,82.895,2007-03,2013-03,monitor
B000051SEN,19,4.211,189,0.8942,174.158,2005-02,2014-05,monitor
B00006CJKC,19,4.211,74,0.9459,56.316,2007-01,2014-04,monitor
B00009UTL9,19,4.211,26,0.5769,68.895,2010-03,2014-07,monitor
B0001ILXGQ,19,4.211,330,0.9606,236.684,2004-03,2010-05,monitor
B0007XCT18,19,4.211,148,0.8986,109.632,2006-01,2013-12,monitor
B000EEQ83K,19,4.211,350,0.96,284.053,2006-08,2013-02,monitor
B000F5NFTS,19,4.211,16,0.5,66.947,2010-11,2014-04,monitor
B000J02P1I,19,4.211,81,0.963,99.789,2006-12,2012-09,monitor
B00006IR39,19,4.158,324,0.9228,222,2002-11,2014-06,monitor
B00009RL1X,19,4.158,320,0.8156,234.737,2003-07,2013-09,monitor
B0001MMH9E,19,4.158,203,0.9655,118.947,2004-11,2014-07,monitor
B000HRFB78,19,4.158,3,1.0,52.947,2008-03,2014-06,monitor
B000066TPN,19,4.105,260,0.9192,269.789,2002-08,2006-08,monitor
B00009VQA2,19,4.105,70,0.8,132.368,2006-05,2014-06,monitor
B0000C4GEE,19,4.105,33,0.697,43.737,2009-02,2014-03,monitor
B00016BYHQ,19,4.105,77,0.9221,90.789,2005-06,2014-02,monitor
B000ECQ59O,19,4.105,88,0.8409,140.211,2006-09,2012-07,monitor
B000J5M69Y,19,4.105,92,0.8043,84.474,2007-04,2013-11,monitor
B000JSSY74,19,4.105,123,0.9024,183.526,2007-05,2012-03,monitor
B0006B5V6G,19,4.053,388,0.701,258.947,2004-09,2013-10,monitor
B000CQVX5I,19,4.053,23,0.8696,138.632,2006-07,2013-11,monitor
B000IMYIBM,19,4.053,172,0.9477,114.158,2006-12,2013-02,monitor
B0007QCO6A,19,4.0,169,0.6982,131.895,2006-12,2014-05,monitor
B0009EXVFI,19,4.0,56,0.9107,76.263,2008-10,2014-01,monitor
B000EIZJF4,19,4.0,198,0.8131,275.789,2006-05,2011-04,monitor
B000051SD1,19,3.947,48,0.8125,105.421,2004-02,2014-03,monitor
B00008Z1PS,19,3.947,5,1.0,72.421,2010-09,2014-04,monitor
B0001EZN52,19,3.947,349,0.9341,253.895,2004-07,2006-12,monitor
B0006GD9CE,19,3.947,458,0.8057,118.579,2005-01,2014-03,monitor
B0009N544A,19,3.947,22,0.5455,76.368,2006-08,2013-02,monitor
B000BSHI4C,19,3.947,21,0.9048,44.947,2008-06,2014-03,monitor
B00013BNLQ,19,3.895,50,0.68,110.789,2007-05,2014-03,monitor
B00029X21S,19,3.842,41,0.6829,54.895,2007-12,2013-05,monitor
B0002GRLL8,19,3.842,24,0.875,50.526,2009-02,2014-05,monitor
B000AY649C,19,3.842,119,0.7563,202.684,2006-01,2009-12,monitor
B000IMRTFO,19,3.789,223,0.861,106,2009-12,2014-06,monitor
B0007T27D2,19,3.737,71,0.8873,154.474,2005-07,2014-04,monitor
B00080FPRU,19,3.737,340,0.5912,118.737,2005-06,2009-02,monitor
B0009PKU9C,19,3.737,156,0.9487,155.684,2005-07,2009-03,monitor
B00008XKYO,19,3.684,83,0.9277,103.263,2006-01,2014-01,monitor
B00009R6WG,19,3.684,172,0.9477,98.421,2007-04,2013-01,monitor
B000ITLFXO,19,3.684,39,0.8205,81.684,2007-11,2014-07,monitor
B00006LK1O,19,3.632,309,0.8317,282.579,2002-12,2011-08,monitor
B00009W3DV,19,3.632,24,0.75,45.053,2009-02,2014-03,monitor
B00066FHHO,19,3.632,102,0.8333,280.789,2005-12,2010-04,monitor
B000CDWNSW,19,3.632,76,0.7895,100.684,2007-07,2013-03,monitor
B000EU0UVA,19,3.632,196,0.7245,165.579,2006-04,2014-07,monitor
B000IN72KK,19,3.632,68,0.8529,146,2006-11,2014-02,monitor
B000CR1V5O,19,3.579,31,0.8387,114.421,2009-07,2014-04,monitor
B000DZS0G8,19,3.579,432,0.5069,115.053,2006-11,2013-09,monitor
B00083KUVS,19,3.526,174,0.8391,96.474,2007-01,2014-04,monitor
B000G35RYK,19,3.526,30,0.6,125.316,2007-02,2013-08,monitor
B000IELOY4,19,3.526,382,0.8953,375.158,2006-10,2013-05,monitor
B00009M6TG,19,3.474,57,0.7544,74.842,2005-03,2014-05,monitor
B000ALLMII,19,3.474,79,0.8481,82.789,2007-08,2014-04,monitor
B0001BXV9U,19,3.368,206,0.8301,233.579,2004-04,2013-06,monitor
B00064X4QM,19,3.368,241,0.6763,211.053,2004-12,2013-09,monitor
B0006IBOEM,19,3.368,122,0.877,66.842,2008-01,2013-09,monitor
B0008G1RSU,19,3.368,267,0.7828,269.263,2005-06,2006-09,monitor
B0001HMFIC,19,3.316,53,0.7925,110.842,2007-01,2013-11,monitor
B000E3TTIM,19,3.316,96,0.9167,68.842,2007-05,2014-06,monitor
B0000AOWVC,19,3.211,27,0.8519,81.105,2004-03,2013-01,monitor
B000FA76JS,19,3.158,112,0.9107,146,2007-01,2013-05,monitor
B00009KXA3,19,3.053,269,0.7175,213.526,2003-09,2013-03,monitor
B000G36GOK,19,3.053,14,0.5,155.789,2007-04,2013-06,monitor
B00006JPF8,19,2.737,97,0.8969,192.789,2005-03,2014-02,monitor
B00009YW8B,19,2.632,73,0.8082,147,2004-01,2012-10,monitor
B000HVHDJ8,18,5.0,23,1.0,67.889,2009-11,2014-06,monitor
B00000J1V7,18,4.944,5,1.0,48.889,2008-01,2014-03,monitor
B00004TDLD,18,4.944,177,0.9209,106.167,2010-08,2014-03,monitor
B000067RRX,18,4.944,4,0.75,50.278,2011-03,2014-06,monitor
B00007E8D1,18,4.889,305,0.9934,167,2004-12,2010-08,monitor
B0006DPNNK,18,4.889,97,0.8969,74.611,2006-03,2014-04,monitor
B000BSN274,18,4.889,8,0.875,45.944,2010-04,2014-06,monitor
B0000511A8,18,4.833,1,1.0,50.389,2008-09,2014-06,monitor
B00005LEOK,18,4.833,226,0.885,225.667,2008-07,2014-01,monitor
B0004FQRLC,18,4.833,37,0.8378,57.611,2009-01,2014-06,monitor
B000C0QGB0,18,4.833,317,0.9401,237,2006-08,2014-06,monitor
B00006I52Z,18,4.778,224,0.9152,149.111,2005-09,2013-01,monitor
B00009XVBU,18,4.778,779,0.8601,204.222,2005-07,2013-11,monitor
B0000EI9VU,18,4.778,37,1.0,59.722,2005-10,2014-06,monitor
B00029IYUM,18,4.778,19,1.0,51.833,2010-01,2014-07,monitor
B0002MPNLC,18,4.778,111,0.5495,116.944,2008-06,2014-02,monitor
B000CNI016,18,4.778,142,0.8873,155.556,2006-11,2014-04,monitor
B000G1ENQA,18,4.778,12,0.9167,72.889,2011-05,2014-05,monitor
B00005219A,18,4.722,118,0.9661,172,2000-12,2011-03,monitor
B0006NAB9G,18,4.722,106,0.8113,160.722,2006-05,2014-05,monitor
B000GZUN9W,18,4.722,362,0.9807,291.889,2006-09,2012-01,monitor
B00009WBYJ,18,4.667,51,0.8039,95.889,2006-05,2014-07,monitor
B0000BZL8X,18,4.667,146,0.7603,115.389,2007-11,2013-07,monitor
B0000CDZ82,18,4.667,35,1.0,68.833,2006-11,2013-12,monitor
B00028DAKW,18,4.667,58,0.9483,59.5,2007-02,2013-04,monitor
B0006HU49E,18,4.667,246,0.8211,257.333,2005-05,2007-07,monitor
B0007W1E4W,18,4.667,71,0.9437,175.167,2006-06,2013-12,monitor
B00097CUIE,18,4.667,50,0.72,59.722,2009-01,2014-05,monitor
B000BG0UF8,18,4.667,75,0.9333,138.722,2006-07,2013-02,monitor
B000I29DQC,18,4.667,40,0.825,45.056,2006-10,2014-06,monitor
B00004TDN0,18,4.611,183,0.918,187.722,2000-05,2002-01,monitor
B000068CNU,18,4.611,171,0.8655,102.167,2004-06,2011-02,monitor
B0000BVDG8,18,4.611,62,0.5161,86.944,2005-06,2014-07,monitor
B0002J2MTQ,18,4.611,10,0.7,57.556,2009-04,2014-02,monitor
B0009JGJF2,18,4.611,2,1.0,48.667,2011-03,2014-07,monitor
B000AROO1Y,18,4.611,7,0.7143,33.389,2006-06,2014-06,monitor
B000CS1JRS,18,4.611,235,0.8681,266.889,2006-01,2008-12,monitor
B000H9054A,18,4.611,200,0.925,180.111,2006-11,2014-07,monitor
B000J3ZGXY,18,4.611,327,0.9419,277.389,2007-05,2014-06,monitor
B00006HQV5,18,4.556,15,0.5333,53.111,2011-09,2014-07,monitor
B00008IOX9,18,4.556,50,0.96,90.778,2005-08,2014-05,monitor
B00009WO6D,18,4.556,13,0.7692,71.333,2009-09,2014-05,monitor
B0000BZM56,18,4.556,56,1.0,46.944,2007-03,2014-03,monitor
B000165AOY,18,4.556,59,0.9492,112.722,2005-10,2013-11,monitor
B0001DKLHS,18,4.556,372,0.9113,351.833,2004-03,2013-04,monitor
B000CSH44K,18,4.556,13,0.9231,98.056,2006-03,2013-06,monitor
B000HGKF34,18,4.556,80,0.9875,58.111,2006-12,2011-07,monitor
B000HI5LZY,18,4.556,54,0.7963,58,2009-08,2013-08,monitor
B000068CNM,18,4.5,38,0.6842,68.611,2006-01,2014-05,monitor
B00009MJK7,18,4.5,107,0.9159,94.722,2006-03,2013-04,monitor
B00009UU26,18,4.5,49,0.8571,120.833,2006-05,2014-04,monitor
B000117DF8,18,4.5,136,0.8603,187.944,2004-11,2012-05,monitor
B0001CXRXY,18,4.5,94,0.8511,104.778,2005-12,2014-04,monitor
B0007PO3EM,18,4.5,16,0.875,79.167,2008-01,2014-07,monitor
B000EVT0XS,18,4.5,35,0.9429,87.5,2006-12,2010-07,monitor
B00005LE74,18,4.444,231,0.7835,129.333,2008-11,2014-01,monitor
B00008OE46,18,4.444,163,0.8957,236.556,2003-05,2013-05,monitor
B00009QORL,18,4.444,343,0.93,115.444,2006-06,2014-07,monitor
B00009UTCA,18,4.444,53,0.9245,103.444,2007-11,2014-05,monitor
B0000C8VF9,18,4.444,185,0.8595,281,2003-12,2014-02,monitor
B000281XGK,18,4.444,35,0.5429,77.889,2006-09,2013-07,monitor
B0004HQQSE,18,4.444,293,0.8191,497,2004-11,2014-04,monitor
B0006HU4DK,18,4.444,282,0.805,383.111,2008-02,2013-04,monitor
B000I54FFS,18,4.444,107,0.8505,188.611,2007-02,2010-08,monitor
B000023VUL,18,4.389,186,0.9624,88.778,2000-09,2003-03,monitor
B0000775AA,18,4.389,113,0.646,70.722,2002-12,2013-11,monitor
B00063E98U,18,4.389,36,0.9167,109.333,2005-10,2014-05,monitor
B0006OQY2S,18,4.389,237,0.8903,401.278,2007-02,2014-02,monitor
B0009A1F6Y,18,4.389,50,0.72,77.778,2007-07,2013-06,monitor
B000AKX10G,18,4.389,26,0.9615,77.833,2006-06,2013-01,monitor
B000AUMHVA,18,4.389,22,0.4091,45.778,2007-01,2013-08,monitor
B000BR3OHI,18,4.389,85,0.7882,53,2006-10,2009-01,monitor
B000CNBQAS,18,4.389,61,0.8525,62.722,2007-07,2014-07,monitor
B000GDAY6Q,18,4.389,94,0.8298,57.278,2006-12,2014-06,monitor
B000I6QWP8,18,4.389,44,0.9773,52.056,2007-05,2014-01,monitor
B000JC9BXG,18,4.389,122,0.9836,115.444,2010-12,2013-06,monitor
B00009X3UV,18,4.333,114,0.9298,152.5,2011-06,2014-07,monitor
B0009PCX7O,18,4.333,36,0.8333,105.944,2007-01,2014-06,monitor
B000ELSXZE,18,4.333,193,0.715,159.611,2006-05,2009-04,monitor
B000H87IIC,18,4.333,31,0.9355,96.833,2008-05,2011-07,monitor
B000I62PEU,18,4.333,141,0.7376,125.167,2006-12,2014-04,monitor
B000038AB2,18,4.278,734,0.9714,190,1999-12,2012-11,monitor
B0001A967W,18,4.278,632,0.9098,265.167,2004-02,2005-12,monitor
B00005T3FO,18,4.222,121,0.9174,54.056,2003-06,2009-05,monitor
B00006364D,18,4.222,31,0.8065,59.944,2007-07,2014-01,monitor
B0000DK39Z,18,4.222,228,0.7719,298.389,2003-12,2012-12,monitor
B0009YFS4A,18,4.222,28,0.5357,64.111,2008-06,2013-11,monitor
B000AOYWVE,18,4.222,85,0.6941,122.889,2007-11,2014-04,monitor
B000BKOFLY,18,4.222,19,0.8947,96.111,2010-10,2014-07,monitor
B000EN4CVQ,18,4.222,344,0.8837,212.278,2006-03,2007-01,monitor
B00006HOE3,18,4.167,101,0.9406,56.444,2004-02,2014-01,monitor
B00006JLOT,18,4.167,416,0.8702,210.056,2002-12,2009-01,monitor
B000085BCX,18,4.167,76,0.8421,63.944,2004-06,2010-09,monitor
B00009R88X,18,4.167,59,0.8305,85.833,2007-06,2013-06,monitor
B0002ILKNQ,18,4.167,157,0.7452,121.889,2004-08,2013-06,monitor
B0009VU7TO,18,4.167,7,0.8571,46.556,2008-01,2014-01,monitor
B000FI2Y5Q,18,4.167,113,0.885,128.722,2006-08,2014-03,monitor
B000JEWIV6,18,4.167,83,0.8795,126.5,2007-03,2014-06,monitor
B00001W0DD,18,4.111,96,0.9167,96.722,2000-05,2014-04,monitor
B00006345D,18,4.111,389,0.8535,133.444,2008-05,2014-01,monitor
B00009R6N3,18,4.111,151,0.8146,143.889,2006-06,2013-02,monitor
B0000BZL79,18,4.111,52,0.6923,106.444,2007-11,2014-06,monitor
B00018Q4GA,18,4.111,105,0.6952,200.222,2008-09,2014-06,monitor
B0002K6XQI,18,4.111,69,0.9275,109.611,2005-08,2014-05,monitor
B0007SXGJW,18,4.111,80,0.9625,110.167,2006-01,2013-08,monitor
B0009GWXAK,18,4.111,49,0.551,189.167,2007-02,2014-02,monitor
B000GYW936,18,4.111,65,0.8769,63.111,2007-08,2013-05,monitor
9888002198,18,4.056,100,0.99,121.389,2010-01,2014-04,monitor
B00003CW9Q,18,4.056,50,0.62,70.944,2000-11,2014-05,monitor
B00006B9QD,18,4.056,118,0.8898,105.889,2003-03,2013-11,monitor
B0006OC16G,18,4.056,40,0.8,147.444,2005-05,2014-05,monitor
B0007GIXQU,18,4.056,363,0.9118,321.389,2005-06,2014-04,monitor
B0007RALGO,18,4.056,104,0.9038,148.333,2005-12,2012-08,monitor
B0009PEU3Y,18,4.056,20,0.8,55.278,2007-05,2014-03,monitor
B000CD6B3A,18,4.056,592,0.951,298.778,2006-02,2010-02,monitor
B000FVTPX2,18,4.056,83,0.8554,210.5,2007-11,2014-07,monitor
B000JRPCDO,18,4.056,475,0.9663,275.722,2007-01,2010-04,monitor
B0000DIESW,18,4.0,17,1.0,71.278,2006-11,2014-05,monitor
B0001A99LA,18,4.0,247,0.6761,185.722,2004-03,2013-03,monitor
B000E3ZFSA,18,4.0,168,0.7619,277.778,2006-03,2008-01,monitor
B000EGJTL6,18,4.0,62,0.8548,159.833,2006-05,2011-07,monitor
B000FCI7KS,18,4.0,55,0.8909,123.333,2006-05,2009-05,monitor
B000J0AON4,18,4.0,73,0.7945,46.389,2008-05,2014-07,monitor
B00004Z5VB,18,3.944,56,0.7321,54.333,2002-12,2014-06,monitor
B00005T3N0,18,3.944,75,0.92,55.056,2004-07,2014-06,monitor
B00006HXF4,18,3.944,137,0.8394,98,2003-04,2013-08,monitor
B00006JHZ0,18,3.944,27,0.5926,47.389,2008-10,2014-05,monitor
B000EIW3E4,18,3.944,48,0.8333,163.833,2006-11,2011-12,monitor
B000FF9WF4,18,3.944,41,0.8293,113.722,2006-12,2013-09,monitor
B000117D9O,18,3.889,264,0.7235,109.611,2004-03,2007-11,monitor
B0002YV4FO,18,3.889,74,0.9189,73.111,2007-12,2013-08,monitor
B000FMNBXG,18,3.833,277,0.8484,365.389,2007-06,2013-12,monitor
B000G31SRU,18,3.833,130,0.9154,141.222,2006-12,2014-02,monitor
B000HCMTJG,18,3.833,14,0.5,106.667,2008-01,2014-07,monitor
B000HVHCKS,18,3.833,18,0.8333,75.278,2009-03,2014-04,monitor
B000JJSQ9O,18,3.833,51,0.7451,81.667,2008-06,2014-07,monitor
B0007GGZ06,18,3.778,239,0.9331,84.833,2007-01,2013-02,monitor
B000BFO320,18,3.722,36,0.6944,118.389,2006-01,2014-07,monitor
B000F3Q7HM,18,3.722,31,0.871,46.444,2009-07,2014-03,monitor
B00061S2OO,18,3.667,685,0.892,458.389,2004-11,2011-08,monitor
B0007KQWF0,18,3.667,505,0.9228,293.556,2005-05,2008-12,monitor
B000CQXI6A,18,3.667,105,0.9143,143.5,2005-12,2013-12,monitor
B000ELOQGE,18,3.667,132,0.5909,181.889,2006-08,2011-01,monitor
B0000ALPB9,18,3.611,68,0.8529,112,2003-11,2011-05,monitor
B0001XGQSG,18,3.611,37,0.7297,54.778,2006-09,2013-08,monitor
B0007ZFLYS,18,3.556,60,0.85,65.333,2006-02,2009-01,monitor
B000FNLPAQ,18,3.556,193,0.8394,183.167,2006-12,2013-03,monitor
B000068CS0,18,3.5,98,0.9286,75.556,2002-08,2013-08,monitor
B000FPDKPM,18,3.5,22,0.8636,106.389,2011-02,2014-06,monitor
B00006B7T7,18,3.444,37,0.9189,74.611,2009-01,2014-04,monitor
B00009EFR4,18,3.444,25,0.8,120.778,2004-02,2014-02,monitor
B0002BEUYO,18,3.444,65,0.9385,98.556,2009-07,2014-05,monitor
B000FDL3XU,18,3.444,110,0.8,111.778,2006-07,2014-05,monitor
B000GFK81K,18,3.444,10,0.9,50.222,2012-05,2014-05,monitor
B000IDUP3G,18,3.444,37,0.8919,122.556,2007-11,2014-02,monitor
B000JL8Z4I,18,3.444,284,0.669,100.5,2006-12,2014-03,monitor
B000BSJDZE,18,3.389,95,0.9474,73.667,2010-09,2014-06,monitor
B000I0RORO,18,3.389,115,0.8435,130.722,2007-03,2009-12,monitor
B000IM88EA,18,3.389,187,0.7433,215,2006-09,2008-09,monitor
B000B8AJ2U,18,3.167,159,0.9057,191.556,2005-10,2007-05,monitor
B000F8DBF8,18,3.167,118,0.8729,276.056,2006-10,2014-03,monitor
B00005YXZE,18,3.111,288,0.8646,184.333,2002-05,2008-01,monitor
B00000J1EJ,18,2.833,172,0.9593,119.611,2001-11,2013-06,monitor
B000051SHL,18,2.833,49,0.8163,111.5,2001-06,2004-09,monitor
B000F99FDE,18,2.778,557,0.6661,204.722,2006-06,2009-04,monitor
B000JP1TFG,18,2.778,26,0.9231,126.722,2007-10,2014-01,monitor
B000DZM4TC,18,2.722,253,0.8933,157,2006-03,2014-02,monitor
B0000UI304,18,2.5,90,0.8111,211.167,2004-05,2014-05,monitor
B00026Z9CQ,18,2.333,133,0.9624,56.833,2006-03,2013-03,monitor
B00006BAKJ,18,2.111,76,0.9342,131.944,2002-07,2007-03,monitor
B000067SF5,17,4.941,5,0.6,30.412,2009-05,2014-03,monitor
B00013J86I,17,4.941,36,0.8889,90.471,2009-10,2014-06,monitor
B00080CM30,17,4.941,16,0.9375,89.176,2006-08,2011-10,monitor
B000JLU2A8,17,4.941,45,0.9778,59.765,2007-05,2014-04,monitor
B000AO5OMA,17,4.882,207,0.8889,242.353,2006-09,2008-11,monitor
B00004WCEY,17,4.824,136,0.9559,71.765,2006-07,2014-02,monitor
B0000DCW2V,17,4.824,31,0.9355,69.647,2009-04,2014-05,monitor
B0009HAHD4,17,4.824,14,0.6429,32.353,2007-02,2014-06,monitor
B0009JO2YC,17,4.824,20,0.9,48.412,2007-08,2013-11,monitor
B000GGOKN6,17,4.824,10,0.8,45.941,2008-11,2014-03,monitor
B000HDJXNU,17,4.824,11,1.0,33.706,2011-09,2014-03,monitor
B000JQ372S,17,4.824,4,0.5,47.647,2011-11,2014-02,monitor
9983891204,17,4.765,13,0.9231,38.882,2010-05,2014-03,monitor
B00004YMCA,17,4.765,5,0.8,48,2007-11,2014-06,monitor
B000067RFT,17,4.765,14,0.9286,32.647,2011-10,2014-04,monitor
B0000AE6AE,17,4.765,45,0.9333,91.941,2005-09,2013-10,monitor
B0000AI0NO,17,4.765,20,1.0,41.235,2008-04,2014-04,monitor
B0007LQ286,17,4.765,131,0.9542,112.824,2006-08,2010-03,monitor
B000GEAD8O,17,4.765,44,0.7955,132.294,2009-04,2014-04,monitor
B000I2JI3A,17,4.765,53,0.8491,59.235,2011-11,2014-06,monitor
B00005QI59,17,4.706,147,0.932,207,2001-12,2013-01,monitor
B000067SCY,17,4.706,2,0.5,39.176,2009-01,2013-12,monitor
B000068O5H,17,4.706,22,0.7273,59.588,2011-04,2014-06,monitor
B00009QOU5,17,4.706,24,0.5417,67,2007-02,2014-07,monitor
B00009WC22,17,4.706,22,1.0,117.824,2008-06,2013-12,monitor
B0002KRCTU,17,4.706,6,1.0,59.706,2009-07,2014-07,monitor
B0006HBBF0,17,4.706,27,0.8519,84.059,2008-02,2014-02,monitor
B000CSIUWA,17,4.706,24,0.6667,90.176,2009-09,2014-07,monitor
B000I1IG7U,17,4.706,5,0.4,45.176,2010-03,2014-05,monitor
B00005LELD,17,4.647,57,0.9298,84.471,2008-12,2014-07,monitor
B00006I5TD,17,4.647,112,0.9286,102.294,2004-09,2011-04,monitor
B0000DIFGJ,17,4.647,360,0.9083,225.176,2003-11,2008-01,monitor
B0001MQUO2,17,4.647,16,0.875,33.588,2009-12,2014-06,monitor
B00026KYFS,17,4.647,82,0.9512,106.471,2005-09,2014-07,monitor
B0002BESIM,17,4.647,5,1.0,32.882,2011-02,2014-05,monitor
B0009M069Y,17,4.647,29,0.9655,46.588,2009-10,2014-05,monitor
B000FA07NK,17,4.647,95,0.9684,159.471,2010-01,2014-07,monitor
B000JPCAKY,17,4.647,57,1.0,75.235,2010-01,2014-01,monitor
B000059Y4N,17,4.588,350,0.9771,280.882,2001-03,2011-12,monitor
B000068O0U,17,4.588,5,0.6,57.118,2011-12,2014-07,monitor
B00009XW5J,17,4.588,126,0.9048,126.529,2007-01,2014-05,monitor
B0007NP8SY,17,4.588,32,0.8438,49.647,2006-04,2013-10,monitor
B0007W4IW2,17,4.588,809,0.9345,594.176,2005-05,2013-12,monitor
B0009H62Q0,17,4.588,44,0.9318,181.353,2006-11,2013-12,monitor
B000AXQN12,17,4.588,20,0.9,45.118,2007-03,2014-07,monitor
B000BNLGJA,17,4.588,622,0.8585,539.706,2006-01,2013-03,monitor
B000BTFZZA,17,4.588,113,0.8053,107.176,2006-05,2013-09,monitor
B000DZFUIO,17,4.588,411,0.7981,172.353,2006-03,2013-05,monitor
B000EPFG6Y,17,4.588,25,0.32,62.882,2008-04,2011-12,monitor
B000EPTA0C,17,4.588,11,0.8182,46.941,2010-05,2013-10,monitor
B00001ZT4H,17,4.529,312,0.9904,109.882,2003-07,2012-12,monitor
B00007AKDP,17,4.529,155,0.8194,235.294,2003-01,2013-12,monitor
B00009R89T,17,4.529,79,0.9367,288.176,2007-07,2014-03,monitor
B000167KPQ,17,4.529,82,0.8902,96.706,2004-11,2009-04,monitor
B0002ATWPW,17,4.529,37,0.5405,56.529,2006-01,2014-03,monitor
B00032Q1J4,17,4.529,48,0.5208,43,2008-03,2014-03,monitor
B000BT2PZS,17,4.529,92,0.7717,79.588,2006-03,2013-12,monitor
B000G29FX0,17,4.529,16,0.8125,55.235,2007-09,2013-12,monitor
B00004RDMR,17,4.471,641,0.9641,283.882,2000-07,2008-07,monitor
B00006B8BN,17,4.471,10,0.3,62,2012-02,2014-04,monitor
B00008ZGSO,17,4.471,44,0.9318,79.176,2004-04,2013-12,monitor
B00009R886,17,4.471,56,0.8929,221.294,2009-07,2014-07,monitor
B0002I5RHG,17,4.471,65,0.8769,81.471,2005-12,2011-03,monitor
B0002WYJSU,17,4.471,11,0.7273,48.706,2011-02,2014-04,monitor
B000ES8B4K,17,4.471,19,1.0,54.235,2009-10,2014-07,monitor
