reviewer_id,asin,rating,review_month,helpful_yes,helpful_total,helpful_rate,review_word_count,summary
A1N03V52IRZ5PR,B00000DMA3,5.0,2004-08,0,0,,349,"The ""Get Smart"" Cone of Silence has finally been perfected."
A1W5G9ITZQ64TN,B00000DMA3,5.0,2005-06,10,12,0.8333,49,Great product
A2ITS3FO21AYA3,B00000DMA3,5.0,2009-11,0,0,,28,Why are some $250.00???
A2NJ72QP6SU0MQ,B00000DMA3,3.0,2004-11,0,0,,123,Ouch- but they sound nice
A3F2M27L02YDLM,B00000I9HE,5.0,2013-09,0,0,,34,Good quality
A3OZQGMISIJK61,B00000I9HE,5.0,2014-07,0,0,,4,Five Stars
A2CQC1UQ7E2YPU,B00000I9HE,4.0,2012-11,0,0,,41,Nice tapes!
A1A8Q7LYKJ7B9Z,B00000I9HE,1.0,2012-03,0,2,0.0,39,excellent pricing!!! But you sent them to AZ. Not to me!!!
A3EDICFQJDXT7L,B00000I9HE,5.0,2013-07,0,0,,20,tapes
A1F5IRG9LIKM2H,B00000I9HE,4.0,2013-01,0,0,,21,I like it
AWYSI7X29SQ9D,B00000I9HE,5.0,2012-06,0,0,,20,Maxel tapes
A39DZU4YRGKWAG,B00000I9HE,4.0,2012-12,0,0,,21,Great product for my video cam
A39V9ZEGFFD7JB,B00000I9HF,5.0,2014-06,0,0,,20,tapes.
A35HFZ8O44O062,B00000I9HF,5.0,2013-01,0,0,,22,Maxell 6-120 8 MM Camcorder Tapes
A3NQMOURCTVI40,B00000I9HF,5.0,2013-07,0,0,,21,Worked Well!
A2DIPVQAX7SN18,B00000I9HF,5.0,2013-03,0,0,,26,Ordered for friend
A22BPC7LRSGSYQ,B00000I9HF,4.0,2011-12,1,1,1.0,144,Pretty decent picture quality
AUCF61BNJ5ZX7,B00000IGBF,5.0,2012-12,0,0,,26,Useful device
A15U38AWJ3JDN5,B00000IGBF,3.0,2000-05,1,1,1.0,520,"Great product, but fragile"
ASWYSSKL9LL9X,B00000IGBF,5.0,2000-01,9,11,0.8182,140,"Wonderful, great value!"
AEQ1DS61RJLXS,B00000IGBF,4.0,2009-07,0,1,0.0,19,Palm IIIx
A34PNHKNM05TXD,B00000IGBF,4.0,2000-03,30,31,0.9677,213,What wouldl I do without it?
A2PVD9N0YBE1E3,B00000IGBF,5.0,2005-03,4,4,1.0,101,5 Years and Going Strong!
ARXU3FESTWMJJ,B00000IGBF,4.0,2000-01,186,188,0.9894,407,A great choice but not perfect
A2CC2CRU24E44X,B00000IGBF,3.0,2000-01,55,55,1.0,150,Good but BEWARE the streaks
AN9TLUKFAJHP8,B00000IGBF,5.0,1999-11,32,45,0.7111,99,Love it so much I'm neglecting my laptop!
A1YCDZ4K4G0CN3,B00000J05A,5.0,1999-09,2,2,1.0,59,Simply a wonderful unit and a great buy!
AT2BYFEVLVITT,B00000J05A,3.0,2000-05,0,0,,108,"Good dvd player, most of the time."
A3HE9I4GQ4OXYE,B00000J05A,1.0,2001-07,8,8,1.0,198,DO NOT BUY!
A3FTI86WAVJOLG,B00000J05A,5.0,2000-05,8,8,1.0,108,Loved it so much I bought another
A4QBJJ9YC59WE,B00000J05A,5.0,1999-10,6,6,1.0,66,Great Entry-level DVD Player at an Affordable Price
A6FIAB28IS79,B00000J05A,3.0,2001-03,3,3,1.0,161,Worrisome machine.
AHY2KG32696ES,B00000J05A,2.0,2001-02,0,0,,389,good luck getting one that works perfectly
AAPFN1BADMWMC,B00000J060,4.0,2004-04,9,9,1.0,198,I'm not really a snob
A2BLITJITO97N5,B00000J060,3.0,2005-12,1,1,1.0,36,Poor reception
A1U6C4G5YT51E,B00000J060,5.0,2007-03,0,0,,91,"Little radio, a lot of sound"
A22Y586YTVSY10,B00000J060,5.0,2006-02,0,0,,42,Good little basic radio
A2V8VLTPY3W01E,B00000J060,5.0,2000-09,8,8,1.0,114,great little radio!
A3UXU4YM508ZEA,B00000J060,1.0,2005-12,5,5,1.0,40,Poor Reception
AC8E3L5ZM01P,B00000J060,5.0,2004-09,8,8,1.0,167,Great sound for such an inexpensive radio
A3NSPDT7PQAUA5,B00000J061,4.0,2007-01,0,1,0.0,127,Good reception for weak AM stations
A29G75YOG3SOW2,B00000J061,3.0,2005-10,11,14,0.7857,364,A Good 5-Cent Cigar For Only 7 Cents
AZBELVP7XNQ2W,B00000J061,5.0,2013-05,0,0,,29,The best radio ever
A38SHOPZADNOLN,B00000J061,5.0,2005-10,15,16,0.9375,57,Great Radio - Great Sound
A2T70SN2VZHOR4,B00000J061,4.0,2005-02,17,17,1.0,431,The Standard
A2QAS68TU5KOZT,B00000J061,5.0,2001-10,6,6,1.0,125,Everything you've heard is true.
AXCWZ8HUF332W,B00000J061,4.0,2005-10,16,16,1.0,733,"Great AM reception, hard-to-believe worksmanship"
A384UZZIZDHSNJ,B00000J061,4.0,2003-04,17,18,0.9444,140,A bit  of history
AW8UBYMNJ894V,B00000J061,4.0,2008-02,0,1,0.0,50,"Careful, it melts!"
A3J4DJ03W3UF8O,B00000J061,5.0,2013-02,0,0,,20,Killer radio
A233BX8N5692C6,B00000J061,5.0,2005-02,10,10,1.0,297,Great reception for the price
AGHBU1UWQBW2Z,B00000J061,5.0,2004-08,9,11,0.8182,72,Pulls in distant stations even on summer days
A2II4B6CJ4O47Q,B00000J061,4.0,2007-03,1,2,0.5,44,Pretty Good Radio
A1D0KL9ZD7SU56,B00000J061,4.0,2005-06,9,9,1.0,324,One of the best values in radios today
A1W3D42N13EYZ7,B00000J061,2.0,2013-11,0,0,,66,Not up to the quality of prior purchases of this Radio
A2RQKWQP4W3I2M,B00000J061,5.0,2007-01,0,0,,174,This Is It!
A3MI3QBXP5I7FA,B00000J061,5.0,2005-12,32,34,0.9412,420,Better than these folks are saying
A2Z6K5LQUZU08X,B00000J061,5.0,2014-01,0,0,,245,Great for AM DX
A33O7L1ZGWEYTL,B00000J061,5.0,2011-07,1,2,0.5,44,GE SUPERADIO.
A8EDTKSPOMRWK,B00000J061,5.0,2000-05,8,10,0.8,111,A classic!
A3R9KRIO25CKZV,B00000J061,4.0,2006-01,8,10,0.8,60,15 Years Old!
A2BLITJITO97N5,B00000J061,5.0,2003-12,371,384,0.9661,551,Astounding AM reception
A2FD03H5CQG76E,B00000J061,5.0,2009-08,4,5,0.8,278,Every Household Needs One Of These
A1QTIQP307ERN3,B00000J061,4.0,2001-10,6,6,1.0,177,Great Value!!!
A2QGQ5KO0RRENL,B00000J061,4.0,2006-08,4,5,0.8,85,"Great radio, but don't take it outside"
A326CJOIAVMKIR,B00000J061,5.0,2006-12,0,1,0.0,111,High quality reception and good sound
A6VPIOPMDJ8H7,B00000J061,4.0,2000-05,46,47,0.9787,733,"Computer-room dwellers of the world, REJOICE!"
A3F67ZFU5YMIDD,B00000J061,5.0,2013-11,0,0,,36,"Great Reception, Nice sound and excellent battery life."
ARNWCLQZFQECA,B00000J061,4.0,2006-09,10,11,0.9091,360,It does one thing right.
A2HC3SUL6QC33I,B00000J061,5.0,2002-07,2,2,1.0,83,I've had this radio for a few years...
AMEG6A5W3QJCZ,B00000J061,5.0,2006-01,8,10,0.8,135,THIS IS THE RADIO TO BUY!! FYI - CC RADIO CATALOG HAS THIS FOR SALE TOO!!
A2MY9VXHZYAHUZ,B00000J061,5.0,2001-08,18,18,1.0,154,The best radio I have ever owned.
A1X3DA7C61WZLQ,B00000J061,5.0,2003-02,19,19,1.0,351,By far the best radio
A11ED8O95W2103,B00000J061,5.0,2006-02,7,9,0.7778,282,Get good reception in difficult areas without spending a fortune.
A1UP5CIELABXA7,B00000J061,4.0,2007-11,2,2,1.0,33,Good Old School Radio
A1RPTVW5VEOSI,B00000J061,5.0,2000-08,124,126,0.9841,136,The Best Portable Radio Made
A3GJF1RYLXMQOD,B00000J061,5.0,2006-06,6,6,1.0,155,Hands Down the Best Radio Value Out There
A3NCIN6TNL0MGA,B00000J061,5.0,2004-10,19,22,0.8636,185,Best of Its Kind
A3RNAIFV56WG5E,B00000J061,5.0,2005-01,7,7,1.0,121,"Bigger than I expected, and great AM reception"
A1HZIKS8JFCM9U,B00000J061,5.0,2002-05,1,1,1.0,20,Super Reception
AJ86CFI74O5JI,B00000J061,4.0,2005-12,5,6,0.8333,71,good
A1SCWY8O0IL2HU,B00000J061,5.0,2000-01,24,24,1.0,62,"Great long-distance daytime AM Radio, great audio"
A1FP2LA6M2OJX0,B00000J061,5.0,2002-10,17,19,0.8947,226,My savior in high EMI environment
A3TLPFNP3V2BWK,B00000J061,4.0,2005-01,8,10,0.8,245,"FM is Great for Talk, but poor-to-unacceptable for music"
AVV7UXTHR0NWS,B00000J061,5.0,2014-06,0,0,,269,When Paradise Gets Bad Reception
A1TBH7Z4RK7PRK,B00000J061,5.0,2004-02,6,8,0.75,127,Exactly as expected
A139TU0DN7WHEG,B00000J061,5.0,2004-05,8,10,0.8,98,They got it right!
A3VEROAVSRAMG2,B00000J061,5.0,2004-02,2,4,0.5,107,Best radio ever!!!
A2KNQ0P1G1ZIE6,B00000J061,3.0,2008-01,1,1,1.0,48,Old Fashsion -- mediocore reception
A3N176NMT960UW,B00000J061,3.0,2001-10,3,3,1.0,142,"Fine reception, poor quality.."
ADNV4SOGOMZXP,B00000J061,5.0,2007-11,1,1,1.0,154,I've owned two for fifteen years -- fantastic
A1J1ORDE07JZ46,B00000J061,5.0,2014-04,0,0,,314,My GE version still good after 10 years!
A1MD9AEU9C4WJN,B00000J061,4.0,2002-06,5,6,0.8333,164,Good value
A1E8PWW106DRBE,B00000J061,4.0,2005-03,7,7,1.0,208,Performance is excellent-quality of product is awful
AI3FJ2DZ7IQYM,B00000J061,5.0,2014-03,0,0,,61,this is the best long range radio I have ever owned
AJZ0V9Q3ZVYWV,B00000J061,5.0,2004-08,8,11,0.7273,192,Excellent AM radio
A3UOID9VI8CC0C,B00000J08C,5.0,2014-07,0,0,,5,Five Stars
AX8SWWB9837TA,B00000J08C,5.0,2000-10,5,6,0.8333,51,A Big Improvement Over a Simple Plastic Stylus
AY8Q1X7G96HV5,B00000J08C,5.0,2000-06,2,3,0.6667,24,Palm Pilot Replacement Stylus..
A2OLQ18EOBZPE6,B00000J08C,5.0,2000-10,9,10,0.9,112,Much better then the default stylus
A2LRJOFOXNCIU6,B00000J08C,4.0,2013-11,0,0,,22,Works perfect for my need.
A2ATP6ZTCPX1QX,B00000J08C,1.0,2013-06,0,0,,49,Take these old products to the can.
A23Q32B7VTOXE9,B00000J08C,5.0,2001-03,2,2,1.0,34,Better than the original....
AB2U893HHHG74,B00000J08C,5.0,2000-07,45,46,0.9783,177,You don't know how much you need them until you lose them.
AEJAGHLC675A7,B00000J08C,5.0,2001-03,5,6,0.8333,104,Own a Palm IIIxe? You NEED this - read all the reviews here!
A2CLD5FSSXMYBT,B00000J08C,5.0,2001-03,5,6,0.8333,102,Mandatory for Palm III's
A2DLK5KEQU4TX9,B00000J08C,5.0,2013-03,0,0,,23,Always carry a spare stylus
A3JRQ6I2XZ710D,B00000J08C,3.0,2011-11,0,0,,20,Too small
A14PHG6QJ1DTG,B00000J08C,5.0,2000-09,20,22,0.9091,115,A better stylus at a great price
A2YC0ADOK1SNMK,B00000J08Q,1.0,2005-09,31,34,0.9118,46,Do not buy if using for dish network
A2G4OJFE2Q4HJO,B00000J08Q,5.0,2013-06,0,0,,25,Works for DVR connection to phone lines
A3SZOSH24K83K6,B00000J08Q,4.0,2007-10,1,1,1.0,59,Worked for providing phone connection to my DSS receiver
AYE6O5A7WOXR0,B00000J08Q,5.0,2007-04,1,1,1.0,18,This really works.
ADBVNJLWZ4IT0,B00000J08Q,2.0,2005-12,8,9,0.8889,35,Doesnt work w/wireless phone
A2JIQ6SZ1PQ6P9,B00000J08Q,1.0,2009-06,2,3,0.6667,18,Short working life
A1IF3VUAXBTX00,B00000J08Q,1.0,2007-11,1,1,1.0,128,It picks up a lot of noise from household appliances.
A2YSY26ZVMNNV2,B00000J08Q,2.0,2004-01,22,23,0.9565,38,"For voice or fax only, not for modems"
AB6KW0XLW1MR7,B00000J08Q,1.0,2010-10,0,0,,45,No fax
A1N3GNCJWXQ1ZP,B00000J08Q,1.0,2007-03,11,11,1.0,258,"Nearly Worthless, save yourself the aggravation and just run a phone line"
A2Y4N0IFVNNP46,B00000J08Q,5.0,2007-07,3,3,1.0,57,The one to get if you're technically challenged
A75IYBN6J0SQ5,B00000J08Q,2.0,2008-12,1,1,1.0,58,Quit working within a week.
ALDA72MNSJVOK,B00000J08Q,4.0,2004-03,159,163,0.9755,192,Fine for Satellite Receivers Including Tivos
A3NEAETOSXDBOM,B00000J08Q,3.0,2009-05,4,4,1.0,197,Average product
A2SU3YFX8T4UJ7,B00000J08Q,1.0,2010-08,1,1,1.0,110,"Just doesn't work, had to return"
AMMJH39YLUV8B,B00000J08Q,2.0,2010-09,1,1,1.0,43,Wireless Phone Jack
A3D296RVX0JVKB,B00000J0AR,3.0,2003-02,21,22,0.9545,37,Works great but...
A2G4OJFE2Q4HJO,B00000J0AR,5.0,2013-06,0,0,,32,Worked so well I got another for the second DVR
A1JETHCL85UIBW,B00000J0AR,2.0,2009-12,0,0,,53,Don't bother for anything but standard voice connection
A3M42KV16HOLX3,B00000J0AR,2.0,2005-07,2,11,0.1818,35,Customer service
A1IF3VUAXBTX00,B00000J0AR,1.0,2007-11,1,1,1.0,127,"Worthless, picks up a lot of noise from household appliances."
AH5NDKZ3YK0AE,B00000J0AR,1.0,2007-10,1,1,1.0,62,VERY BAD PRODUCT
A8Y4678B5ULS9,B00000J0AR,1.0,2009-02,0,0,,101,Be careful!
AMLMUYLI6FAQ0,B00000J0AR,1.0,2006-11,13,14,0.9286,42,Does Not Work with RC 930
A12TAFRBBG9EI6,B00000J0D2,3.0,2007-06,1,1,1.0,69,Uniden HS910 Headset for Cordless Phones
A12T2YJDP004C2,B00000J0D2,5.0,2010-09,1,1,1.0,55,The best unit I've had so far
A2Q89DEW2Y91A7,B00000J0D2,1.0,2000-11,15,17,0.8824,174,No sale
A6EFPNEQVKUUJ,B00000J0D2,1.0,2004-10,8,8,1.0,46,"""Can you hear me?  Can you hear me?"""
A3KE44SZHUFBP1,B00000J0D2,4.0,2013-08,0,0,,34,Pretty good for the money
A36890902KUCK5,B00000J0D2,4.0,2010-05,0,0,,48,Great to be hands free
A6CXO60VYUKL9,B00000J0D2,5.0,2009-10,0,0,,36,Great Headst
A1OA1WF8AOR39T,B00000J0D2,2.0,2000-08,70,75,0.9333,129,Don't make my mistake
A30UV3IIH7IJF,B00000J0D2,4.0,2007-02,1,3,0.3333,97,Nothing special
A3DJ8DG0WPNXQA,B00000J0D2,1.0,2010-05,0,0,,101,Garbage. Connector designed to break at tip
A83BIO3AO15LQ,B00000J0D5,1.0,2006-12,4,4,1.0,31,5 Wireless Phone jack for Directv
A1TX6FWFGA1QVO,B00000J0D5,1.0,2010-03,0,0,,21,Worthless
A1SMIJLAMGWXCJ,B00000J0D5,1.0,2007-02,2,2,1.0,44,RCA Wireless Modem Jack
A25FD86NG19ICC,B00000J0D5,5.0,2009-02,1,1,1.0,100,Needed for DISH network
A1ER23A7CRR5S5,B00000J0D5,4.0,2012-10,0,0,,77,Works well for Caller ID
A8TZ88OM8YOLW,B00000J0D5,5.0,2002-03,21,23,0.913,357,A Poor Man's Wireless Network -- That Works!
A290P12SRG78VQ,B00000J0D5,1.0,2006-05,3,4,0.75,98,should have read the reviews more closely...
AK10GGT97M7QK,B00000J0D5,4.0,2000-07,8,8,1.0,127,It kind-of sucks really
AMLMUYLI6FAQ0,B00000J0D5,3.0,2006-11,3,3,1.0,26,Not perfect but it works
A3LIEPHXF1SI1I,B00000J0D5,5.0,2008-04,0,0,,53,WORKS GREAT FOR TIVO
A229KNRZM9URT,B00000J0D5,5.0,2007-04,1,1,1.0,48,Buy it....it works well
A83N14T7FQV82,B00000J0D5,2.0,2013-01,0,0,,108,Skip it and have a line installed
A3KTU2HKCBMFVR,B00000J0D5,2.0,2007-01,4,4,1.0,69,Did not work well
ASDFYMJ1MTPE7,B00000J0D5,4.0,2005-10,11,12,0.9167,108,Good for DirecTV
A32Z1V9II49XZY,B00000J0D8,3.0,2007-03,0,0,,85,Is it just me?
A7OR8OWWGK55W,B00000J0D8,2.0,2005-10,6,8,0.75,75,Works OK.  2.5 stars
AZHOP0V69KO20,B00000J0D8,2.0,2006-11,4,4,1.0,133,"One broke, other complete fuzz"
A21Q1LBZP2671X,B00000J0D8,3.0,2003-01,20,21,0.9524,160,Pretty Good Speakers
ANU1675O6DO5E,B00000J0D8,4.0,2006-02,7,7,1.0,446,Good enough that I want to buy a THIRD pair!
A3JTWZNUVOL2K1,B00000J0IX,3.0,2004-01,1,4,0.25,32,"not bad, but maps are better"
A3DH74L21G9QFJ,B00000J0IX,4.0,2001-05,3,3,1.0,201,a must have toy
A3M1BNMWE8A633,B00000J0IX,5.0,2002-08,1,7,0.1429,135,"Great Product, possible faulty memory card"
A1Q587F0FDB3EV,B00000J0IX,5.0,2003-05,5,5,1.0,62,Great device
A1TBH7Z4RK7PRK,B00000J0IX,4.0,2002-05,4,7,0.5714,52,"Works, but here is what I don't like about it..."
A2OMVQGC33VSNC,B00000J0IX,3.0,2000-01,121,127,0.9528,281,GPS 315 good but has big problems
A1QXM4FWKL7CMW,B00000J1E6,1.0,2005-07,5,9,0.5556,140,"This won't fix the Cd's, it will ruin them"
AFNCXMCX7VZWH,B00000J1E6,1.0,2006-03,0,1,0.0,99,Just awful
A1D1MIFRSG50Y3,B00000J1E6,5.0,2013-07,0,0,,70,It works
A2AEZQ3DGBBLPR,B00000J1E6,1.0,2006-09,0,1,0.0,45,"Creates new scratches, didn't fix the old ones"
A2CFRF9SRM00HE,B00000J1E6,1.0,2011-12,1,1,1.0,31,Maxell CD Scratch Repair Kit
A850S0PK7OMFU,B00000J1E6,5.0,2007-12,26,27,0.963,149,Works great for me.
A37WWMRMNR2KSA,B00000J1E6,1.0,2009-12,0,2,0.0,97,It doesn't work and adds scratches
A3NNOT58HV18UW,B00000J1EJ,1.0,2010-01,0,0,,57,Works great if you're deaf in one ear.
A21IMS76KY1VPC,B00000J1EJ,4.0,2013-05,0,0,,127,Worked for me...
A3PZTHTC84Y9I4,B00000J1EJ,5.0,2010-03,0,0,,57,Really nice!!!
A329AE4A7Q1FQK,B00000J1EJ,5.0,2013-06,0,0,,83,Headphones Maxell
A14NAUYC6CGPDG,B00000J1EJ,2.0,2013-01,0,0,,66,Maxell headphones
A3RGU833M0OLDY,B00000J1EJ,5.0,2010-04,0,0,,75,Excellent Home Audio Addition!
A2XJD20SEKWFCK,B00000J1EJ,3.0,2013-06,0,0,,169,Nice for lawn cutting.
A47K229NJH9J6,B00000J1EJ,2.0,2008-10,1,1,1.0,24,Barely works
A3AFDN9UFIHVN1,B00000J1EJ,1.0,2008-10,1,2,0.5,58,Lasted a matter of weeks
A1WPXG000113YQ,B00000J1EJ,2.0,2008-06,2,2,1.0,208,Horrible battery pack
AUS81YHTM2MPY,B00000J1EJ,4.0,2006-01,4,4,1.0,128,"I love it, but that power jack has got to go"
A1POGSPD4HN8Y1,B00000J1EJ,4.0,2007-05,3,3,1.0,64,Good For Flying
A294CSQXGL76CV,B00000J1EJ,2.0,2001-11,128,133,0.9624,111,Depends on the type of noise
A16RGMORD80K9V,B00000J1EJ,4.0,2009-01,5,5,1.0,215,These have worked great for several years...
A1X0990QXMJIY7,B00000J1EJ,1.0,2008-10,5,5,1.0,70,"Consider them ""disposables"""
A20TZ1MQ0KMJRR,B00000J1EJ,2.0,2009-03,3,3,1.0,235,Good product if it could last...
A311UKPJDYZOVL,B00000J1EJ,2.0,2008-01,8,9,0.8889,178,"Cheap Headphones, there are much better options for the money"
ATY86XH2DJ4ZH,B00000J1EJ,2.0,2007-12,5,5,1.0,228,not really a noise cancelling headset
A2ZI97NDT655W4,B00000J1EP,5.0,2014-07,0,0,,22,Good quality for non-music recording
A16DPGQQ5MFJ8G,B00000J1EP,5.0,2013-05,0,0,,56,Well-Known
A4OAW3JQC5UNM,B00000J1EP,5.0,2014-04,0,0,,27,standard size cassettes
A1NOE0PC1W7ROU,B00000J1EP,5.0,2009-01,1,2,0.5,55,Tapes with plastic cases: Excellent quality & Value.
A1TDXHM6S7HOET,B00000J1EP,1.0,2014-05,0,0,,40,Did not order this
A2R6RA8FRBS608,B00000J1EP,4.0,2007-08,6,6,1.0,446,fine normal bias 90 minute tape though it could stand a little improvement
A1EE1HLYUIJPIG,B00000J1EP,5.0,2012-07,0,0,,115,Hey you need a mix tape baby?
A2HDTOF8222KN3,B00000J1EP,5.0,2013-03,0,0,,98,"I'm glad I looked here for cassettes, found a deal here."
A1K4AVQIU704DY,B00000J1EP,5.0,2013-07,0,0,,92,"Since they work beautifully, I cannot give them less than five stars"
A25K6D8IF14MW2,B00000J1EP,5.0,2012-05,0,0,,66,I use these for business
A38SK72V6NORUP,B00000J1EP,5.0,2012-12,1,1,1.0,94,Makin' tapes again.
A380W12QEPG2BO,B00000J1EP,5.0,2014-03,0,0,,48,just awesome
A3NR9E16US91MM,B00000J1EP,4.0,2014-01,0,0,,45,MAXELL NORMAL BIAS UR-90 (15- PACK) STANDARD SIZE CASSETTES
A1QVS34FWGRAVG,B00000J1EQ,5.0,2013-02,0,0,,27,Standard good VHS tape
A37RCN295YXNKD,B00000J1EQ,5.0,2012-01,0,0,,69,"Yes, some folks do still have VHS recorders!  Good buy."
A2HMF8ZR67BNZS,B00000J1EQ,5.0,2012-04,0,0,,64,Still Have An Old VCR That Works?
A1V5M5ENS5YBK9,B00000J1EQ,5.0,2012-02,0,0,,91,Maxell 4-pk vhs tapes
AWN8Q7FYS4G09,B00000J1EQ,5.0,2012-02,0,0,,44,Great tapes
A3JHBKWQWS36YL,B00000J1EQ,3.0,2014-05,0,0,,66,OK
AN92U23LYTQBR,B00000J1EQ,4.0,2013-07,0,0,,28,Brand new tapes
A1ITXFX7GG8I60,B00000J1EQ,5.0,2011-09,0,0,,25,Great VHS Tapes
A19SXS5PEC80UQ,B00000J1EQ,5.0,2013-12,0,0,,37,Maxell STD-T-120 Video VHS - 4 Pack
A2W29HD38V9F8X,B00000J1EQ,5.0,2014-07,0,0,,33,Great price and delivery
A4MQ4HZF3Q7JV,B00000J1EQ,4.0,2014-01,0,0,,69,good tapes for older kinds of recorders
A1UWVLJM65EEFX,B00000J1EQ,5.0,2014-06,0,0,,20,Can't go wrong with maxell.
A10SRJNBFF2BGY,B00000J1EQ,5.0,2013-10,0,0,,34,Still great video tapes!
A3O64PJAT8FRAU,B00000J1EQ,5.0,2013-06,0,0,,22,Maxwell STD Videros
A1GYV9PJ0U8ERX,B00000J1EQ,5.0,2013-11,0,0,,65,A trip back in time
A21YQTAQRSGPNN,B00000J1EQ,3.0,2013-10,0,0,,21,Eh
A1JH4RE328VB3K,B00000J1EQ,5.0,2013-03,0,0,,27,"Of course this is a great, great buy..."
A1CAGTNRSFHJNJ,B00000J1EQ,5.0,2014-01,0,0,,97,Video tapes
AZMY6E8B52L2T,B00000J1EQ,5.0,2012-10,0,0,,118,Good Bargain...
A20ORTSQTEQX0Y,B00000J1EQ,4.0,2011-10,0,0,,71,Good value
A3SZ4CWC3X19SI,B00000J1EQ,4.0,2014-05,0,0,,85,OMG who still uses these?
A2PMM1LP41I6IN,B00000J1EQ,5.0,2012-12,0,0,,41,Fantastic
AC8C9PT59CDW1,B00000J1EQ,5.0,2012-03,0,0,,53,Classic item
A2HDTOF8222KN3,B00000J1EQ,5.0,2013-03,0,0,,118,I found this to be a great value.
A2YL9FWBDJR4KL,B00000J1EQ,5.0,2011-08,3,3,1.0,40,Good tape
A3D5PYW78GKDWV,B00000J1EQ,5.0,2014-03,0,0,,25,Good deal and works fine
A1R8R7XKJJ3Q3T,B00000J1EQ,4.0,2014-04,0,0,,33,Night Player
A21OA8773GTIKD,B00000J1EQ,5.0,2014-03,0,0,,46,Price was right
A1X6TD4D3D9YUP,B00000J1EQ,5.0,2013-03,0,1,0.0,27,Maxwell tapes
A381YC9NE1K8R8,B00000J1EQ,5.0,2013-01,0,0,,22,These are great for the money
A9WFV9DEWY4S0,B00000J1EQ,4.0,2014-03,0,0,,59,GOOD BUT NEEDED MORE
A3PAJ1KIMSH7FS,B00000J1EQ,4.0,2012-07,0,0,,21,Excellent pack of VHS tapes!
A23GNFDESFFY6C,B00000J1EQ,5.0,2014-02,0,0,,41,Reportedly work great!
A19RRN85DY4SB2,B00000J1EQ,5.0,2012-08,0,0,,43,LOL
A29Y0RIJ23SDQW,B00000J1EQ,4.0,2014-02,0,0,,22,Maxell the best!
A1FPU7R5Q7HIDS,B00000J1F3,3.0,2012-11,0,0,,80,vhs tapes  8hr quality medium at best
A1QVS34FWGRAVG,B00000J1F3,5.0,2013-02,1,1,1.0,186,Reliable standard
A25E8V5JMW43RY,B00000J1F3,5.0,2014-04,0,0,,21,Great recording tapes
A2I9XSZSHXQ3OZ,B00000J1F3,5.0,2012-10,0,0,,101,Maxell T160 8 hrs
AFXTKAO0CB354,B00000J1F3,5.0,2010-07,13,13,1.0,70,A Fine Blank VHS Tape.
A23QCWXEG3BJ9H,B00000J1F3,5.0,2013-05,1,1,1.0,59,Outstanding
A2OPFKDHSH8T31,B00000J1F3,3.0,2013-01,0,0,,56,VHS
A1YY6103EIE3H4,B00000J1F3,5.0,2011-06,0,0,,74,great
A2HDTOF8222KN3,B00000J1F3,5.0,2014-03,0,0,,114,Great product at a great price
A1J93485GAAGED,B00000J1F3,5.0,2013-02,0,0,,25,Make Movies
AKAWPV482ODX8,B00000J1F3,5.0,2012-01,2,2,1.0,68,Can't beat the price or the quality
AQDP0LRIFC9UU,B00000J1F3,3.0,2013-06,0,0,,84,Product is A-1; packaging was not
A2I9LWY5PN73YI,B00000J1GA,5.0,2000-01,25,28,0.8929,52,Great Product!
A1TAFEUKHIFV6L,B00000J1GA,2.0,2000-12,0,0,,381,Good headphones at first; didn't last long
A204ETWOV23HO4,B00000J1GA,4.0,2002-02,9,9,1.0,363,Pretty darn good
A18PDUB7HSEP10,B00000J1GA,4.0,2003-12,3,3,1.0,68,Nothing wrong with these at all...
AI7FG0JAGX77B,B00000J1GA,4.0,2000-01,17,18,0.9444,52,Advent AW770 Wireless Headphones
AWWBZZXN32I6H,B00000J1GA,1.0,2004-04,2,5,0.4,162,"Easily breakable headset, charging suggestion"
A1665GGGDM0ZPO,B00000J1GA,5.0,2000-12,12,12,1.0,143,Wireless in North Carolina
A2KAU5BF41AKHN,B00000J1GA,3.0,2002-01,41,41,1.0,164,A solid product but could have been better
AOZB4GES5J7FK,B00000J1GA,1.0,2001-06,5,5,1.0,126,Not a good product
A34LK05I5S49LP,B00000J1QK,3.0,2014-01,0,0,,51,Neither good nor bad
A3R1ZR6SHNK8CU,B00000J1QK,5.0,2013-09,0,0,,25,Allsop CD Lens Cleaner
ANB0OKIDLNTZ,B00000J1QK,5.0,2013-03,0,0,,100,I'm shocked it worked
A3KOASATK1KTI,B00000J1QK,5.0,2010-08,1,1,1.0,116,I payed under $3
A3EUSH8DPW75LR,B00000J1QK,5.0,2008-10,4,4,1.0,232,Definitely works - a must have
A1BT3B317O829E,B00000J1QK,5.0,2010-03,0,0,,137,Fixed my 360!
AXF1G21IMHCU6,B00000J1QK,1.0,2013-08,0,2,0.0,77,Allsop cd laser-lens cleaner
A3MMVTD7DA3PJ8,B00000J1QK,4.0,2010-10,3,4,0.75,248,A CD savior
A34LWZYRIOIC7H,B00000J1QK,5.0,2009-11,0,0,,132,Fixed my Boston Acoustics player perfectly!
AJ093IH3TA4HU,B00000J1QK,1.0,2010-09,2,4,0.5,15,dont waste the money
A2POPDGIZ1XGFE,B00000J1QK,5.0,2008-05,0,0,,32,Give this a try to restore your cd player
